"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 23 04:47:53 EET 2023","Mon Jan 23 04:48:20 EET 2023","27105","","Main Feature","","True Login Scenario","","True Login Scenario",""
